RepID,Drought or Watered,Genotype,SoilLocation,SoilHabitat,Block,Germination,GerminationDate,Harvest Date,Timepoint,Height_Jan29,Height_Feb5,Height_Feb12,Height_Feb19,GrowthRate1,GrowthRate2,GrowthRate3,GrowthRate4,AvgGrowthRate,CCI_Feb3,CCI_Feb17,FirstFreshRootWeight,FirstDryRootWeight,RootMassRate1,FirstDryShootWeight,ShootMassRate1,SecondFreshRootWeight,SecondDryRootWeight,RootMassRate2,SecondDryShootWeight,ShootMassRate2,ThirdFreshRootWeight,ThirdDryShootWeight,ThirdDryRootWeight,RootMassRate,ShootMassRate,TotalMassRate,RootShootRatio
240,W,Mo17,TLI,Native,I,Y,1/31/2020,3/4/2020,late,,12.5,21.75,33,,2.083333333,1.673076923,1.65,1.802136752,7,12.7,,,,,,,,,,,1.26,0.244,0.222,0.006727273,0.007393939,0.014121212,0.909836066
241,D,B73,KNZ,Native,I,Y,1/27/2020,2/24/2020,middle,4.5,10,21.75,28,1.5,1,1.279411765,1.166666667,1.236519608,7.4,13.6,,,,,,1.22,0.213,0.007607143,0.141,0.005035714,,,,0.007607143,0.005035714,0.012642857,1.510638412
242,W,B73,KNZ,Native,I,Y,1/24/2020,3/4/2020,late,7,18,29.5,32.5,1.166666667,1.384615385,1.475,1.203703704,1.307496439,13.6,6.6,,,,,,,,,,,1.13,0.307,0.148,0.0037,0.007675,0.011375,0.482084691
243,D,Mo17,KNZ,Native,I,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
244,W,Mo17,KNZ,Native,I,Y,1/27/2020,3/4/2020,late,4,18.5,29.5,35.25,1.333333333,1.85,1.735294118,1.46875,1.596844363,,16,,,,,,,,,,,2.76,0.395,0.476669934,0.012882971,0.010675676,0.023558647,1.206759327
245,D,B73,HAY,Native,I,Y,1/27/2020,2/24/2020,middle,9,14.75,22,32.5,3,1.475,1.294117647,1.354166667,1.780821078,25.7,8,,,,,,1.21,0.223,0.007964286,0.234,0.008357143,,,,0.007964286,0.008357143,0.016321429,0.952991471
246,W,B73,HAY,Native,I,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
247,D,Mo17,HAY,Native,I,Y,1/31/2020,2/24/2020,middle,,4,15.75,17.5,,0.666666667,1.211538462,0.875,0.917735043,,7.6,,,,,,1.16,0.234,0.00975,0.082,0.003416667,,,,0.00975,0.003416667,0.013166667,2.853658258
248,W,Mo17,HAY,Native,I,Y,1/29/2020,2/10/2020,early,2,12.5,,,2,1.5625,,,1.78125,3.6,,1.41,0.32,0.026666667,0.05,0.004166667,,,,,,,,,0.026666667,0.004166667,0.030833334,6.399999568
249,D,Mo17,Control,Control,I,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
250,W,Mo17,TLI,Native,I,Y,1/27/2020,2/10/2020,early,5,19,,,1.666666667,1.9,,,1.783333333,6.3,,1.62,0.24,0.017142857,0.08,0.005714286,,,,,,,,,0.017142857,0.005714286,0.022857143,2.999999825
251,D,B73,TLI,Native,I,Y,1/27/2020,2/24/2020,middle,8,12.5,21.5,30,2.666666667,1.25,1.264705882,1.25,1.607843137,1.1,18.5,,,,,,1.41,0.193,0.006892857,0.173,0.006178571,,,,0.006892857,0.006178571,0.013071428,1.115606991
252,W,B73,TLI,Native,I,Y,1/27/2020,2/24/2020,middle,7.75,21.5,34.75,35.75,2.583333333,2.15,2.044117647,1.489583333,2.066758578,27,8.7,,,,,,2.08,0.39442,0.014086429,0.359,0.012821429,,,,0.014086429,0.012821429,0.026907858,1.098662949
253,D,B73,SVR,Agriculture,J,Y,1/27/2020,3/4/2020,late,7.25,11.25,17,23.5,2.416666667,1.125,1,0.979166667,1.380208333,13.1,13.9,,,,,,,,,,,1.31,0.296,0.248,0.006702703,0.008,0.014702703,0.837837838
254,W,B73,SVR,Agriculture,J,Y,1/27/2020,3/4/2020,late,4.25,18,31.75,35,1.416666667,1.8,1.867647059,1.458333333,1.635661765,8.8,8.8,,,,,,,,,,,2.4,0.512,0.347,0.009378378,0.013837838,0.023216216,0.677734375
255,D,Mo17,SVR,Agriculture,J,Y,1/29/2020,2/10/2020,early,1.5,9.5,,,1.5,1.1875,,,1.34375,2.5,,1.57,0.3,0.025,0.05,0.004166667,,,,,,,,,0.025,0.004166667,0.029166667,5.99999952
256,W,Mo17,SVR,Agriculture,J,Y,1/29/2020,2/24/2020,middle,3.5,19,29.75,36,3.5,2.375,1.983333333,1.636363636,2.373674242,30.6,12.6,,,,,,2.34,0.457,0.017576923,0.275,0.010576923,,,,0.017576923,0.010576923,0.028153846,1.661818187
257,D,B73,SVR,Native,J,Y,1/27/2020,3/4/2020,late,4.75,6.5,13.75,21.5,1.583333333,0.65,0.808823529,0.895833333,0.984497549,24.1,15.7,,,,,,,,,,,1.47,0.264,0.204,0.005513514,0.007135135,0.012648649,0.772727273
258,W,B73,SVR,Native,J,Y,1/24/2020,3/4/2020,late,10.25,25.5,38.75,40.5,1.708333333,1.961538462,1.9375,1.5,1.776842949,23.5,6.7,,,,,,,,,,,2.27,0.604,0.39204375,0.009801094,0.0151,0.024901094,0.649079056
259,D,Mo17,SVR,Native,J,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
260,W,Mo17,SVR,Native,J,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
261,D,B73,TLI,Agriculture,J,Y,1/27/2020,3/4/2020,late,5,14.25,21.75,27.5,1.666666667,1.425,1.279411765,1.145833333,1.379227941,1.2,6.7,,,,,,,,,,,1.13,0.226,0.195158343,0.00527455,0.006108108,0.011382658,0.863532489
262,W,B73,TLI,Agriculture,J,Y,1/24/2020,3/4/2020,late,8.5,22,31.5,35.25,1.416666667,1.692307692,1.575,1.305555556,1.497382479,15.8,16.2,,,,,,,,,,,1.78,0.317,0.235,0.005875,0.007925,0.0138,0.741324921
263,D,Mo17,TLI,Agriculture,J,Y,1/31/2020,3/4/2020,late,,3.75,14,19.25,,0.625,1.076923077,0.9625,0.888141026,5.6,8.4,,,,,,,,,,,1.01,0.192,0.201,0.006090909,0.005818182,0.011909091,1.046875
264,W,Mo17,TLI,Agriculture,J,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
265,D,B73,TLI,Native,J,Y,1/27/2020,3/4/2020,late,8.5,9.25,14,17.5,2.833333333,0.925,0.823529412,0.729166667,1.327757353,15.8,8.7,,,,,,,,,,,0.85,0.131,0.201,0.005432432,0.003540541,0.008972973,1.534351145
266,W,B73,TLI,Native,J,Y,1/27/2020,2/24/2020,middle,9,21.5,34.5,36,3,2.15,2.029411765,1.5,2.169852941,1.2,4.9,,,,,,1.93,0.27,0.009642857,0.37,0.013214286,,,,0.009642857,0.013214286,0.022857143,0.729729703
267,D,Mo17,TLI,Native,J,Y,1/29/2020,2/10/2020,early,1,11,,,1,1.375,,,1.1875,14.8,,1.44,0.29,0.024166667,0.04,0.003333333,,,,,,,,,0.024166667,0.003333333,0.0275,7.250000825
268,W,Mo17,TLI,Native,J,Y,1/27/2020,2/24/2020,middle,10,28.5,36.75,41.5,3.333333333,2.85,2.161764706,1.729166667,2.518566176,4.8,9.8,,,,,,2.12,0.418,0.014928571,0.339,0.012107143,,,,0.014928571,0.012107143,0.027035714,1.233038298
269,D,B73,KNZ,Native,J,Y,1/24/2020,2/24/2020,middle,8.75,16.75,19.75,30,1.458333333,1.288461538,0.9875,1.111111111,1.211351496,1.8,22.5,,,,,,1.29,0.134,0.004322581,0.162,0.005225806,,,,0.004322581,0.005225806,0.009548387,0.827160633
270,W,B73,KNZ,Native,J,Y,1/24/2020,3/4/2020,late,9,20.5,32.25,35.25,1.5,1.576923077,1.6125,1.305555556,1.498744658,28.5,6.4,,,,,,,,,,,1.53,0.428,0.264240942,0.006606024,0.0107,0.017306024,0.617385378
271,D,Mo17,KNZ,Native,J,Y,1/27/2020,2/10/2020,early,6.5,9.75,,,2.166666667,0.975,,,1.570833333,14.5,,1.22,0.292556,0.020896857,0.05,0.003571429,,,,,,,,,0.020896857,0.003571429,0.024468286,5.851119258
272,W,Mo17,KNZ,Native,J,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
273,D,B73,HAY,Native,J,Y,1/27/2020,3/4/2020,late,6.25,12,17,28.25,2.083333333,1.2,1,1.177083333,1.365104167,19.5,8.1,,,,,,,,,,,0.85,0.254,0.146800523,0.003967582,0.006864865,0.010832447,0.577954816
274,W,B73,HAY,Native,J,Y,1/24/2020,2/24/2020,middle,9.75,23.25,35,36,1.625,1.788461538,1.75,1.333333333,1.624198718,18.6,7.1,,,,,,1.21,0.22944625,0.007401492,0.3,0.009677419,,,,0.007401492,0.009677419,0.017078911,0.764820868
275,D,Mo17,HAY,Native,J,Y,1/27/2020,2/10/2020,early,6.5,9.5,,,2.166666667,0.95,,,1.558333333,13.3,,1.28,0.32,0.022857143,0.05,0.003571429,,,,,,,,,0.022857143,0.003571429,0.026428572,6.399999272
276,W,Mo17,HAY,Native,J,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
277,D,B73,Control,Control,J,Y,1/29/2020,2/24/2020,middle,1,12.5,21,30,1,1.5625,1.4,1.363636364,1.331534091,10.1,16.7,,,,,,0.96,0.281,0.010807692,0.171,0.006576923,,,,0.010807692,0.006576923,0.017384615,1.643274826
278,W,B73,HAY,Native,J,Y,1/27/2020,3/4/2020,late,7,20,32.5,33.25,2.333333333,2,1.911764706,1.385416667,1.907628676,3.8,8.2,,,,,,,,,,,1.65,0.542,0.284965721,0.007701776,0.014648649,0.022350425,0.525767014
279,D,B73,SVR,Native,J,Y,1/24/2020,3/4/2020,late,9.25,22,28,35,1.541666667,1.692307692,1.4,1.296296296,1.482567664,20.1,6.3,,,,,,,,,,,1.3,0.44,0.224518447,0.005612961,0.011,0.016612961,0.510269198
280,W,Mo17,SVR,Native,J,Y,1/29/2020,3/4/2020,late,4,17.75,30.75,34.25,4,2.21875,2.05,1.556818182,2.456392045,12.3,4.3,,,,,,,,,,,1.91,0.378,0.329869411,0.00942484,0.0108,0.02022484,0.872670399
281,D,B73,SVR,Agriculture,K,Y,1/27/2020,2/10/2020,early,8.5,11,,,2.833333333,1.1,,,1.966666667,1.2,,0.77,0.21,0.015,0.05,0.003571429,,,,,,,,,0.015,0.003571429,0.018571429,4.199999496
282,W,B73,SVR,Agriculture,K,Y,1/27/2020,3/4/2020,late,7,22.25,35.5,36.75,2.333333333,2.225,2.088235294,1.53125,2.044454657,24.7,11,,,,,,,,,,,2.72,0.544,0.469761674,0.012696261,0.014702703,0.027398964,0.863532489
283,D,Mo17,SVR,Agriculture,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
284,W,Mo17,SVR,Agriculture,K,Y,1/27/2020,2/24/2020,middle,7.25,22.5,32.25,38,2.416666667,2.25,1.897058824,1.583333333,2.036764706,8.1,9.4,,,,,,2.73,0.515,0.018392857,0.396,0.014142857,,,,0.018392857,0.014142857,0.032535714,1.300505054
285,D,B73,SVR,Native,K,Y,1/24/2020,3/4/2020,late,9,15,17.5,23.25,1.5,1.153846154,0.875,0.861111111,1.097489316,2.3,7.9,,,,,,,,,,,1.25,0.222,0.237,0.005925,0.00555,0.011475,1.067567568
286,W,B73,SVR,Native,K,Y,1/27/2020,2/24/2020,middle,8.5,22,36,36.5,2.833333333,2.2,2.117647059,1.520833333,2.167953431,19,5.7,,,,,,1.85,0.356,0.012714286,0.39,0.013928571,,,,0.012714286,0.013928571,0.026642857,0.912820561
287,D,Mo17,SVR,Native,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
288,W,Mo17,SVR,Native,K,Y,1/27/2020,3/4/2020,late,5.75,15.25,22.5,27.5,1.916666667,1.525,1.323529412,1.145833333,1.477757353,16.8,16.5,,,,,,,,,,,1.69,0.256,0.19,0.005135135,0.006918919,0.012054054,0.7421875
289,D,B73,TLI,Agriculture,K,Y,1/27/2020,3/4/2020,late,9.25,9.5,15.25,18.25,3.083333333,0.95,0.897058824,0.760416667,1.422702206,10.3,17.8,,,,,,,,,,,1.13,0.224,0.182,0.004918919,0.006054054,0.010972973,0.8125
290,W,B73,TLI,Agriculture,K,Y,1/24/2020,3/4/2020,late,10.25,22.75,33.5,34.5,1.708333333,1.75,1.675,1.277777778,1.602777778,20.7,15,,,,,,,,,,,1.78,0.501,0.239,0.005975,0.012525,0.0185,0.477045908
291,D,Mo17,TLI,Agriculture,K,Y,1/27/2020,2/10/2020,early,5.75,10.5,,,1.916666667,1.05,,,1.483333333,10.2,,1.21,0.290158,0.020725571,0.05,0.003571429,,,,,,,,,0.020725571,0.003571429,0.024297,5.803159184
292,W,Mo17,TLI,Agriculture,K,Y,1/27/2020,2/24/2020,middle,5,20.75,32,38.25,1.666666667,2.075,1.882352941,1.59375,1.804442402,1.1,9.8,,,,,,2.74,0.5195725,0.018556161,0.379,0.013535714,,,,0.018556161,0.013535714,0.032091875,1.370903744
293,D,B73,TLI,Native,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
294,W,B73,TLI,Native,K,Y,1/27/2020,3/4/2020,late,9.25,20.5,31.5,32.5,3.083333333,2.05,1.852941176,1.354166667,2.085110294,1.5,15.1,,,,,,,,,,,1.87,0.446,0.322961151,0.00872868,0.012054054,0.020782734,0.724128141
295,D,Mo17,TLI,Native,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
296,W,Mo17,TLI,Native,K,Y,1/27/2020,3/4/2020,late,5.5,17.25,26.75,31.75,1.833333333,1.725,1.573529412,1.322916667,1.613694853,25.1,11.7,,,,,,,,,,,2.05,0.312,0.27,0.007297297,0.008432432,0.01572973,0.865384615
297,D,B73,KNZ,Native,K,Y,1/24/2020,3/4/2020,late,9.25,14.5,18,22.75,1.541666667,1.115384615,0.9,0.842592593,1.099910969,6.4,16.9,,,,,,,,,,,1.17,0.206,0.214,0.00535,0.00515,0.0105,1.038834951
298,W,B73,KNZ,Native,K,Y,1/31/2020,3/4/2020,late,,7.75,16.5,24,,1.291666667,1.269230769,1.2,1.253632479,,4.4,,,,,,,,,,,0.91,0.22,0.16,0.004848485,0.006666667,0.011515152,0.727272727
299,D,Mo17,KNZ,Native,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
300,W,Mo17,KNZ,Native,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
301,D,B73,HAY,Native,K,Y,1/24/2020,3/4/2020,late,9.25,12.25,15.5,20,1.541666667,0.942307692,0.775,0.740740741,0.999928775,11.9,19.7,,,,,,,,,,,0.95,0.172,0.121,0.003025,0.0043,0.007325,0.703488372
302,W,B73,HAY,Native,K,Y,1/24/2020,3/4/2020,late,10.75,23.25,32,35.75,1.791666667,1.788461538,1.6,1.324074074,1.62605057,27.2,6.5,,,,,,,,,,,2.08,0.553,0.359229515,0.008980738,0.013825,0.022805738,0.649601294
303,D,Mo17,HAY,Native,K,Y,1/27/2020,2/24/2020,middle,7,9,15.5,22.25,2.333333333,0.9,0.911764706,0.927083333,1.268045343,28.6,12.6,,,,,,1.34,0.2540975,0.009074911,0.127,0.004535714,,,,0.009074911,0.004535714,0.013610625,2.000767906
304,W,Mo17,HAY,Native,K,N,1/31/2020,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,
305,D,B73,Control,Control,K,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
306,W,Mo17,SVR,Agriculture,K,Y,1/29/2020,3/4/2020,late,2,14,26.25,31.75,2,1.75,1.75,1.443181818,1.735795455,10.8,8.1,,,,,,,,,,,2.94,0.467,0.507757104,0.014507346,0.013342857,0.027850203,1.087274312
307,D,Mo17,TLI,Agriculture,K,Y,1/27/2020,2/24/2020,middle,10,17.5,26.5,32,3.333333333,1.75,1.558823529,1.333333333,1.993872549,4,8.5,,,,,,1.66,0.325,0.011607143,0.213,0.007607143,,,,0.011607143,0.007607143,0.019214286,1.525821586
308,W,B73,TLI,Agriculture,K,Y,1/27/2020,3/4/2020,late,7.75,14,20.25,23.25,2.583333333,1.4,1.191176471,0.96875,1.535814951,6.8,6.6,,,,,,,,,,,1.04,0.125,0.107,0.002891892,0.003378378,0.00627027,0.856
309,D,B73,SVR,Agriculture,L,Y,1/27/2020,3/4/2020,late,8,9,14.75,18.5,2.666666667,0.9,0.867647059,0.770833333,1.301286765,23.3,14.7,,,,,,,,,,,1.39,0.202,0.237,0.006405405,0.005459459,0.011864865,1.173267327
310,W,B73,SVR,Agriculture,L,Y,1/29/2020,2/10/2020,early,1,7.25,,,1,0.90625,,,0.953125,16.1,,1.01,0.26,0.021666667,0.03,0.0025,,,,,,,,,0.021666667,0.0025,0.024166667,8.6666668
311,D,Mo17,SVR,Agriculture,L,Y,1/27/2020,3/4/2020,late,4,6.5,11.75,16.25,1.333333333,0.65,0.691176471,0.677083333,0.837898284,11.4,10.2,,,,,,,,,,,0.99,0.157,0.102,0.002756757,0.004243243,0.007,0.649681529
312,W,Mo17,SVR,Agriculture,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
313,D,B73,SVR,Native,L,Y,1/27/2020,2/24/2020,middle,10.25,17.25,24.5,32.75,3.416666667,1.725,1.441176471,1.364583333,1.986856618,16,25.4,,,,,,1.04,0.19721,0.007043214,0.159,0.005678571,,,,0.007043214,0.005678571,0.012721785,1.240314509
314,W,B73,SVR,Native,L,Y,1/24/2020,3/4/2020,late,8,23,36.5,37,1.333333333,1.769230769,1.825,1.37037037,1.574483618,11.5,13.4,,,,,,,,,,,1.95,0.449,0.241,0.006025,0.011225,0.01725,0.53674833
315,D,Mo17,SVR,Native,L,Y,1/27/2020,3/4/2020,late,8,10.75,18.25,22.25,2.666666667,1.075,1.073529412,0.927083333,1.435569853,6.8,12.1,,,,,,,,,,,1.52,0.232,0.262513877,0.00709497,0.00627027,0.01336524,1.131525331
316,W,Mo17,SVR,Native,L,Y,1/27/2020,2/24/2020,middle,7,20.75,30,34.5,2.333333333,2.075,1.764705882,1.4375,1.902634804,34.9,13.5,,,,,,2.53,0.493,0.017607143,0.325,0.011607143,,,,0.017607143,0.011607143,0.029214286,1.516923071
317,D,B73,TLI,Agriculture,L,Y,1/27/2020,3/4/2020,late,8.25,16.75,21,27.25,2.75,1.675,1.235294118,1.135416667,1.698927696,26.1,12,,,,,,,,,,,1.26,0.267,0.217610187,0.005881356,0.007216216,0.013097573,0.815019428
318,W,B73,TLI,Agriculture,L,Y,1/24/2020,3/4/2020,late,8.5,19,28.75,30,1.416666667,1.461538462,1.4375,1.111111111,1.35670406,17.4,13.7,,,,,,,,,,,1.79,0.396,0.202,0.00505,0.0099,0.01495,0.51010101
319,D,Mo17,TLI,Agriculture,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
320,W,Mo17,TLI,Agriculture,L,Y,1/27/2020,2/10/2020,early,6,20,,,2,2,,,2,25.1,,1.67,0.31,0.022142857,0.1,0.007142857,,,,,,,,,0.022142857,0.007142857,0.029285714,3.100000042
321,D,B73,TLI,Native,L,Y,1/27/2020,3/4/2020,late,6.25,11,16.5,17.25,2.083333333,1.1,0.970588235,0.71875,1.218167892,1.7,8.3,,,,,,,,,,,0.5,0.077,0.192,0.005189189,0.002081081,0.00727027,2.493506494
322,W,B73,TLI,Native,L,Y,,3/4/2020,late,,,,22,,,,0.814814815,0.814814815,,,,,,,,,,,,,1.35,0.215,0.186,0.005636364,0.006515152,0.012151515,0.865116279
323,D,Mo17,TLI,Native,L,Y,1/24/2020,2/24/2020,middle,10.25,19.75,21.75,23.75,1.708333333,1.519230769,1.0875,0.87962963,1.298673433,33.2,6.8,,,,,,1.51,0.28633375,0.009236573,0.11,0.003548387,,,,0.009236573,0.003548387,0.01278496,2.60303428
324,W,Mo17,TLI,Native,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
325,D,B73,KNZ,Native,L,Y,1/27/2020,3/4/2020,late,7.5,12,19,24.25,2.5,1.2,1.117647059,1.010416667,1.457015931,10.8,12.5,,,,,,,,,,,1.5,0.284,0.202,0.005459459,0.007675676,0.013135135,0.711267606
326,W,B73,KNZ,Native,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
327,D,Mo17,KNZ,Native,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
328,W,Mo17,KNZ,Native,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
329,D,B73,HAY,Native,L,Y,1/24/2020,2/24/2020,middle,8,16.5,18.5,26.25,1.333333333,1.269230769,0.925,0.972222222,1.124946581,1.3,8.9,,,,,,1.07,0.293,0.009451613,0.122,0.003935484,,,,0.009451613,0.003935484,0.013387097,2.40163929
330,W,B73,HAY,Native,L,Y,1/27/2020,3/4/2020,late,5.5,13.75,23,29.5,1.833333333,1.375,1.352941176,1.229166667,1.447610294,19.6,9.4,,,,,,,,,,,0.96,0.263,0.156,0.004216216,0.007108108,0.011324324,0.593155894
331,D,Mo17,HAY,Native,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
332,W,Mo17,HAY,Native,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
333,D,B73,SVR,Agriculture,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
334,W,B73,SVR,Agriculture,L,Y,1/27/2020,3/4/2020,late,6,19,31.25,32,2,1.9,1.838235294,1.333333333,1.767892157,1.1,7.4,,,,,,,,,,,2.21,0.349,0.269,0.00727027,0.009432432,0.016702703,0.770773639
335,D,B73,KNZ,Native,L,N,1/31/2020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
336,W,Mo17,Control,Control,L,Y,1/27/2020,3/4/2020,late,6.75,18,25,27.5,2.25,1.8,1.470588235,1.145833333,1.666605392,8.7,7.4,,,,,,,,,,,1.88,0.34,0.242,0.006540541,0.009189189,0.01572973,0.711764706
337,D,B73,SVR,Agriculture,M,Y,1/27/2020,3/4/2020,late,7.25,8.5,14,20.25,2.416666667,0.85,0.823529412,0.84375,1.23348652,15.9,,,,,,,,,,,,0.97,0.209,0.176,0.004756757,0.005648649,0.010405405,0.842105263
338,W,B73,SVR,Agriculture,M,Y,1/27/2020,3/4/2020,late,8,18.5,30,30.5,2.666666667,1.85,1.764705882,1.270833333,1.888051471,13,9.6,,,,,,,,,,,1.78,0.456,0.245,0.006621622,0.012324324,0.018945946,0.537280702
339,D,Mo17,SVR,Agriculture,M,N,1/27/2020,,,1,2.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,0,
340,W,Mo17,SVR,Agriculture,M,Y,1/27/2020,3/4/2020,late,3,14.25,23.75,29.5,1,1.425,1.397058824,1.229166667,1.262806373,21.2,8.1,,,,,,,,,,,2.26,0.385,0.267,0.007216216,0.010405405,0.017621622,0.693506494
341,D,B73,SVR,Native,M,Y,1/29/2020,2/10/2020,early,2,9.5,,,2,1.1875,,,1.59375,7.4,,0.98,0.235004,0.019583667,0.04,0.003333333,,,,,,,,,0.019583667,0.003333333,0.022917,5.875100688
342,W,B73,SVR,Native,M,Y,1/27/2020,2/10/2020,early,9.25,21.5,,,3.083333333,2.15,,,2.616666667,14.8,,1.4,0.18,0.012857143,0.11,0.007857143,,,,,,,,,0.012857143,0.007857143,0.020714286,1.636363625
343,D,Mo17,SVR,Native,M,Y,1/27/2020,2/10/2020,early,4,5.25,,,1.333333333,0.525,,,0.929166667,9.9,,0.76,0.182248,0.013017714,0.02,0.001428571,,,,,,,,,0.013017714,0.001428571,0.014446285,9.112402534
344,W,Mo17,SVR,Native,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
345,D,B73,TLI,Agriculture,M,Y,1/24/2020,3/4/2020,late,5.25,7.25,8,10.25,0.875,0.557692308,0.4,0.37962963,0.553080484,2.5,16.6,,,,,,,,,,,0.64,0.066,0.04,0.001,0.00165,0.00265,0.606060606
346,W,B73,TLI,Agriculture,M,Y,1/27/2020,3/4/2020,late,6.75,19,31.75,34.25,2.25,1.9,1.867647059,1.427083333,1.861182598,14.2,21.4,,,,,,,,,,,2.11,0.558,0.364410715,0.009848938,0.015081081,0.024930019,0.653065797
347,D,Mo17,TLI,Agriculture,M,Y,1/27/2020,2/10/2020,early,4.25,7,,,1.416666667,0.7,,,1.058333333,9.3,,1.16,0.31,0.022142857,0.02,0.001428571,,,,,,,,,0.022142857,0.001428571,0.023571428,15.50000455
348,W,Mo17,TLI,Agriculture,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
349,D,B73,TLI,Native,M,Y,1/27/2020,2/10/2020,early,6.75,10.5,,,2.25,1.05,,,1.65,4.5,,0.9,0.25,0.017857143,0.04,0.002857143,,,,,,,,,0.017857143,0.002857143,0.020714286,6.249999738
350,W,B73,TLI,Native,M,Y,1/27/2020,3/4/2020,late,3.75,14,26,27.5,1.25,1.4,1.529411765,1.145833333,1.331311275,25,8.9,,,,,,,,,,,1.29,0.233,0.17,0.004594595,0.006297297,0.010891892,0.729613734
351,D,Mo17,TLI,Native,M,Y,1/24/2020,3/4/2020,late,8.75,13.75,16,17.5,1.458333333,1.057692308,0.8,0.648148148,0.991043447,24.9,6.2,,,,,,,,,,,1.48,0.166,0.255605617,0.00639014,0.00415,0.01054014,1.539792872
352,W,Mo17,TLI,Native,M,Y,1/27/2020,3/4/2020,late,6.25,18.75,26,31.75,2.083333333,1.875,1.529411765,1.322916667,1.702665441,1.1,9.5,,,,,,,,,,,1.29,0.233,0.289,0.007810811,0.006297297,0.014108108,1.240343348
353,D,B73,KNZ,Native,M,Y,1/27/2020,3/4/2020,late,5.5,9.75,15,18.5,1.833333333,0.975,0.882352941,0.770833333,1.115379902,15.1,6.6,,,,,,,,,,,1.24,0.146,0.147,0.003972973,0.003945946,0.007918919,1.006849315
354,W,B73,KNZ,Native,M,Y,1/24/2020,2/10/2020,early,8,19,,,1.333333333,1.461538462,,,1.397435897,14.8,,1.44,0.25,0.014705882,0.07,0.004117647,,,,,,,,,0.014705882,0.004117647,0.018823529,3.571428537
355,D,Mo17,KNZ,Native,M,Y,1/27/2020,2/24/2020,middle,9.25,12.5,19.75,21.5,3.083333333,1.25,1.161764706,0.895833333,1.597732843,6.8,8.7,,,,,,1.48,0.371,0.01325,0.121,0.004321429,,,,0.01325,0.004321429,0.017571429,3.066115398
356,W,Mo17,Control,Control,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
357,D,B73,HAY,Native,M,Y,1/24/2020,3/4/2020,late,6,10,14,17.75,1,0.769230769,0.7,0.657407407,0.781659544,4.9,9.1,,,,,,,,,,,0.97,0.137,0.243,0.006075,0.003425,0.0095,1.773722628
358,W,B73,HAY,Native,M,Y,1/24/2020,3/4/2020,late,9,20.75,29,30.25,1.5,1.596153846,1.45,1.12037037,1.416631054,1.3,10.3,,,,,,,,,,,1.26,0.313,0.205,0.005125,0.007825,0.01295,0.654952077
359,D,Mo17,HAY,Native,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
360,W,Mo17,HAY,Native,M,Y,1/27/2020,3/4/2020,late,7,20.5,30.75,33,2.333333333,2.05,1.808823529,1.375,1.891789216,23.4,18.3,,,,,,,,,,,,0.368,,,0.009945946,0,0
361,D,B73,SVR,Native,M,N,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,
362,W,B73,SVR,Native,M,N,1/24/2020,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,
363,D,Mo17,KNZ,Native,M,Y,1/27/2020,3/4/2020,late,6,7.5,11.5,14,2,0.75,0.676470588,0.583333333,1.00245098,15.3,7.8,,,,,,,,,,,1.03,0.151,0.16,0.004324324,0.004081081,0.008405405,1.059602649
